id,sex,age,unknown,zip
4739,1,25,3,32580
4740,0,25,3,38134
4741,1,35,7,15203
4742,1,25,3,94118
4743,1,56,13,63122
4744,1,50,15,12740
4745,0,18,4,6268
4746,1,50,1,190873622
4747,1,18,4,26201
4748,1,45,16,60302
4749,1,45,0,23462
4750,0,25,0,91107
4751,1,50,15,2474
4752,0,18,4,94121
4753,1,56,1,3825
4754,0,18,0,91107
4755,0,56,7,93060
4756,1,56,16,55901
4757,1,35,17,23451
4758,0,56,13,3261
4759,0,50,0,4259
4760,1,35,17,6110
4761,1,18,15,21042
4762,0,25,14,94110
4763,1,56,11,4259
4764,1,1,10,3608
4765,0,35,16,3301
4766,1,35,16,10014
4767,0,35,9,3769
4768,1,25,4,22030
4769,1,25,1,2571
4770,0,35,7,10012
4771,0,25,4,4101
4772,1,56,17,3801
4773,1,45,1,22314
4774,1,45,14,7458
4775,1,25,17,23462
4776,0,25,3,46227
4777,1,25,2,46142
4778,1,25,0,46227
4779,1,45,3,4011
4780,1,25,12,94114
4781,0,50,6,4086
4782,1,45,1,78212
4783,1,25,0,60618
4784,0,35,6,48105
4785,0,25,14,55104
4786,1,45,6,22630
4787,1,1,11,94610
4788,1,35,7,85331
4789,1,35,2,55104
4790,0,25,2,94133
4791,1,18,4,55116
4792,0,50,7,94123
4793,0,25,6,48108
4794,0,35,0,46142
4795,1,45,16,10962
4796,1,35,7,98103
4797,0,35,17,84067
4798,1,25,1,19335
4799,0,18,4,2809
4800,1,18,4,80521
4801,1,25,4,30349
4802,1,56,1,40601
4803,0,25,16,45750
4804,0,35,1,44107
4805,1,35,1,45750
4806,1,25,17,90031
4807,1,1,2,4101
4808,1,35,0,967071321
4809,0,50,4,20902
4810,1,18,12,80526
4811,1,35,1,1773
4812,1,18,14,25301
4813,0,35,9,46077
4814,1,18,14,80526
4815,0,50,18,4849
4816,0,45,6,4240
4817,1,25,1,20912
4818,0,25,17,91007
4819,1,35,18,17350
4820,1,50,11,4210
4821,1,18,19,75080
4822,0,35,0,1545
4823,1,18,4,46219
4824,1,25,7,55411
4825,1,25,17,94602
4826,1,45,12,55436
4827,1,35,0,13045
4828,0,18,20,60194
4829,1,25,0,20008
4830,1,1,10,55317
4831,0,25,1,4210
4832,1,25,14,17857
4833,1,35,16,81321
4834,0,45,9,3862
4835,1,25,20,14450
4836,0,45,16,4074
4837,1,25,5,46254
4838,1,45,1,48309
4839,0,50,6,95014
4840,0,45,6,63135
4841,1,25,12,94114
4842,0,35,1,23062
4843,1,56,1,4032
4844,1,45,7,3840
4845,0,25,1,55413
4846,0,25,2,90066
4847,1,25,12,94131
4848,0,35,6,54971
4849,0,18,4,44515
4850,0,45,3,44555
4851,1,18,17,44406
4852,1,35,0,42025
4853,1,25,7,55346
4854,0,50,13,3851
4855,1,25,12,90034
4856,1,25,7,94110
4857,1,25,14,23434
4858,1,25,1,4086
4859,0,18,14,50401
4860,1,25,2,60640
4861,1,25,4,4309
4862,1,25,0,94086
4863,0,25,9,84037
4864,1,18,20,63132
4865,0,35,14,2130
4866,1,56,12,4085
4867,1,25,16,4101
4868,1,35,17,3820
4869,0,45,6,4578
4870,0,35,3,4108
4871,1,18,12,4096
4872,1,45,1,3909
4873,1,56,11,13760
4874,0,25,4,70808
4875,1,35,0,97403
4876,0,35,17,98201
4877,1,25,4,94703
4878,1,50,4,94070
4879,1,25,3,60626
4880,0,45,9,95030
4881,1,45,16,55406
4882,1,45,11,3301
4883,0,1,10,2906
4884,1,35,14,90266
4885,1,56,1,23513
4886,0,35,17,92509
4887,1,18,2,19072
4888,0,56,0,8055
4889,1,18,4,63108
4890,0,25,1,79928
4891,1,35,17,94132
4892,1,25,12,55405
4893,1,25,17,48092
4894,1,35,7,14607
4895,0,25,3,52001
4896,1,35,6,84103
4897,1,35,16,16844
4898,1,25,1,27713
4899,1,25,12,94402
4900,1,25,20,33626
4901,1,25,7,11228
4902,1,35,14,84057
4903,1,35,12,95952
4904,1,50,15,63121
4905,0,45,1,60417
4906,1,50,17,49506
4907,0,50,7,55082
4908,1,35,15,85282
4909,0,35,12,94014
4910,1,18,12,84041
4911,0,25,0,55421
4912,0,50,20,98115
4913,0,25,1,970025
4914,0,25,1,2453
4915,1,25,12,91423
4916,1,18,20,85054
4917,1,45,0,27312
4918,0,18,12,84107
4919,1,18,0,84058
4920,1,35,1,2144
4921,0,25,15,92507
4922,1,18,17,98121
4923,1,45,18,99826
4924,0,35,0,99801
4925,0,35,6,55401
4926,1,1,10,55616
4927,1,45,0,97520
4928,0,25,3,92103
4929,1,45,1,63105
4930,1,50,17,63033
4931,1,50,17,90031
4932,1,25,7,63303
4933,1,25,15,94040
4934,0,25,0,55108
4935,1,35,17,62958
4936,0,18,4,63144
4937,1,35,0,2108
4938,0,18,4,55406
4939,1,25,7,63105
4940,0,50,11,94102
4941,1,56,20,44281
4942,1,45,12,40515
4943,0,50,0,55401
4944,1,50,17,14568
4945,1,50,0,62234
4946,0,35,1,91106
4947,1,35,17,90035
4948,1,45,2,94618
4949,1,18,4,55104
4950,1,25,16,55421
4951,0,35,17,90291
4952,0,25,14,48067
4953,1,35,12,55082
4954,1,45,0,92679
4955,1,56,13,55804
4956,1,35,15,77007
4957,1,25,2,48197
4958,1,18,7,55403
4959,1,25,17,23454
4960,1,56,1,55116
4961,1,25,7,46220
4962,1,25,6,55439
4963,1,45,17,94931
4964,1,35,0,94110
4965,1,1,10,631231507
4966,1,50,14,55407
4967,1,18,4,94708
4968,0,50,20,95404
4969,1,18,19,94111
4970,0,25,12,94526
4971,1,35,7,94086
4972,1,35,0,95118
4973,0,56,2,949702
4974,1,35,20,94131
4975,1,35,0,90065
4976,1,25,11,65775
4977,1,25,4,92507
4978,1,35,14,68108
4979,1,35,2,55423
4980,1,25,1,55403
4981,1,50,1,55406
4982,1,25,12,63043
4983,0,45,16,55116
4984,1,35,0,55405
4985,1,35,0,29063
4986,1,18,12,55401
4987,0,56,8,90210
4988,1,25,17,55105
4989,1,25,0,55121
4990,0,25,4,55407
4991,0,56,14,91791
4992,0,25,2,55106
4993,1,45,17,54022
4994,1,45,17,56001
4995,1,50,20,55419
4996,1,35,7,94550
4997,1,1,10,90210
4998,0,18,4,48433
4999,0,56,13,92407
5000,1,25,4,46254
5001,0,25,2,63119
5002,1,25,17,90505
5003,1,35,12,49508
5004,0,56,1,90402
5005,1,45,16,92807
5006,1,35,3,48827
5007,0,18,4,91030
5008,1,25,20,60615
5009,0,45,16,65441
5010,1,45,15,63119
5011,1,18,4,64154
5012,1,50,15,48103
5013,1,18,4,26241
5014,1,45,0,92626
5015,1,35,6,92672
5016,0,35,1,89447
5017,1,35,12,91104
5018,0,56,12,90290
5019,1,25,7,10025
5020,0,56,13,90241
5021,1,50,6,90504
5022,1,35,7,91001
5023,1,35,20,91505
5024,0,45,1,14618
5025,1,25,20,60615
5026,1,25,17,92584
5027,0,25,14,5345
5028,1,25,12,92404
5029,1,25,4,70115
5030,1,18,1,70006
5031,0,25,4,89431
5032,1,18,17,2139
5033,0,56,13,60506
5034,0,25,15,62901
5035,0,25,17,19810
5036,1,35,7,14850
5037,1,35,12,11375
5038,1,25,20,10010
5039,0,35,4,97068
5040,1,45,12,44312
5041,0,45,6,60031
5042,0,18,2,55408
5043,0,18,6,92145
5044,0,35,6,23507
5045,1,35,0,43081
5046,1,25,16,60614
5047,1,45,6,23452
5048,0,35,7,30350
5049,1,25,12,60613
5050,0,18,4,11024
5051,0,50,7,11771
5052,1,35,16,2536
5053,1,25,4,84111
5054,1,35,2,20818
5055,0,35,16,97330
5056,1,45,1,16673
5057,1,50,7,84093
5058,1,56,17,84121
5059,1,45,16,22652
5060,1,45,17,841092001
5061,0,18,19,5070
5062,1,50,16,65401
5063,0,1,10,22801
5064,1,18,4,43215
5065,1,25,14,28715
5066,0,25,1,23603
5067,1,56,13,97520
5068,1,35,7,19004
5069,0,56,0,95062
5070,1,25,2,55344
5071,0,25,7,75093
5072,1,45,17,97330
5073,1,56,2,93950
5074,1,1,0,20132
5075,1,50,6,97470
5076,1,25,3,19147
5077,1,25,2,20037
5078,1,45,7,19067
5079,1,25,4,70003
5080,0,50,12,95472
5081,0,18,4,19102
5082,1,35,1,23185
5083,1,25,4,16803
5084,1,18,4,10013
5085,1,56,17,75225
5086,1,25,1,23462
5087,0,25,6,19102
5088,1,25,17,38111
5089,0,35,16,77027
5090,0,35,19,75069
5091,1,25,17,19810
5092,1,56,14,18954
5093,1,50,7,19047
5094,1,18,10,67206
5095,0,35,1,23508
5096,1,25,11,75206
5097,1,56,16,19131
5098,1,50,7,19380
5099,1,18,0,2780
5100,1,50,6,193122042
5101,1,25,0,90069
5102,1,25,12,90240
5103,0,35,16,78222
5104,1,35,20,19108
5105,1,50,7,18977
5106,0,35,1,19348
5107,0,45,0,8081
5108,0,25,9,93940
5109,0,45,6,19802
5110,1,35,15,78250
5111,1,35,2,78006
5112,1,35,13,89128
5113,1,25,0,55408
5114,0,1,10,22932
5115,1,56,12,2143
5116,1,35,6,95521
5117,0,25,0,70118
5118,1,1,10,95123
5119,0,25,0,10011
5120,1,50,7,80302
5121,1,25,7,91608
5122,1,25,0,20009
5123,1,50,12,34761
5124,1,35,2,20818
5125,1,45,0,10016
5126,1,25,11,2453
5127,1,45,5,98502
5128,1,50,7,94709
5129,1,45,17,40515
5130,0,50,1,33149
5131,0,25,1,77707
5132,1,35,7,77565
5133,1,18,11,10028
5134,1,25,17,95014
5135,1,35,7,64055
5136,1,25,12,91106
5137,1,18,18,65265
5138,1,25,17,35205
5139,1,50,16,12866
5140,1,25,6,35205
5141,1,18,17,55423
5142,1,25,1,92101
5143,1,18,4,44502
5144,0,50,0,66762
5145,1,35,7,775652332
5146,1,56,1,4240
5147,1,18,0,48314
5148,1,25,20,98101
5149,1,35,1,10012
5150,1,25,3,98034
5151,1,18,19,30662
5152,0,25,4,44406
5153,1,25,7,60046
5154,1,25,16,20007
5155,1,25,16,33301
5156,1,18,14,10024
5157,1,35,1,74012
5158,0,18,4,44509
5159,1,35,7,37027
5160,0,18,4,90066
5161,1,25,4,30052
5162,1,25,17,94043
5163,1,45,6,53216
5164,0,35,17,91107
5165,1,35,6,91103
5166,1,50,6,42420
5167,1,18,15,6114
5168,1,35,7,1720
5169,0,50,4,53562
5170,1,18,4,63141
5171,1,56,17,92009
5172,0,35,11,5602
5173,1,1,10,60423
5174,1,45,1,45208
5175,0,35,9,33445
5176,1,1,10,60423
5177,1,45,14,30005
5178,1,50,0,45420
5179,1,25,12,94110
5180,1,35,11,85044
5181,1,25,7,19003
5182,0,35,7,55441
5183,0,18,20,45202
5184,1,18,20,67212
5185,0,35,4,44485
5186,1,35,12,96555
5187,1,18,16,6510
5188,0,35,9,44406
5189,0,45,7,80304
5190,0,35,0,85024
5191,0,25,4,55455
5192,1,25,7,80303
5193,1,35,12,14619
5194,1,25,7,55409
5195,1,35,7,80304
5196,1,56,7,20814
5197,0,56,3,75001
5198,0,18,4,55118
5199,0,25,1,35243
5200,0,35,15,43065
5201,1,50,7,95376
5202,1,18,4,2871
5203,0,45,6,1545
5204,1,50,13,56342
5205,1,25,1,2908
5206,1,35,7,91302
5207,1,25,0,98102
5208,1,25,4,55455
5209,1,50,1,46077
5210,0,35,17,60618
5211,1,25,1,40214
5212,1,18,2,90025
5213,1,18,0,31211
5214,0,35,9,7452
5215,0,56,6,91941
5216,1,18,2,81291
5217,1,25,17,1060
5218,1,18,0,89129
5219,1,18,4,94706
5220,1,25,7,91436
5221,0,56,1,96734
5222,1,25,12,94501
5223,1,56,10,11361
5224,1,35,1,10016
5225,1,18,4,55120
5226,1,35,0,98122
5227,1,18,10,64050
5228,1,1,0,75070
5229,1,25,0,60173
5230,1,25,12,91104
5231,1,35,7,92506
5232,1,25,4,14607
5233,1,25,5,97213
5234,0,25,0,60657
5235,1,25,4,14607
5236,1,25,14,46268
5237,1,25,7,55441
5238,0,50,16,7462
5239,1,35,7,7043
5240,0,25,0,94104
5241,0,25,4,2138
5242,1,25,1,14608
5243,1,1,10,54220
5244,1,18,4,1095
5245,0,45,1,27615
5246,0,18,0,64030
5247,0,1,10,1915
5248,0,45,14,22206
5249,0,45,14,75006
5250,1,50,6,1545
5251,0,25,17,97330
5252,1,25,20,60622
5253,0,56,13,2838
5254,1,18,4,32606
5255,1,1,10,55305
5256,1,25,16,30269
5257,0,25,2,10019
5258,1,35,4,58369
5259,1,25,6,94404
5260,1,35,7,78705
5261,1,35,12,10025
5262,0,25,14,46220
5263,1,35,7,40601
5264,1,18,4,15217
5265,1,45,1,97405
5266,1,35,1,42718
5267,1,35,7,20191
5268,0,25,2,68502
5269,1,18,0,37211
5270,1,25,12,87571
5271,0,25,0,94110
5272,1,25,7,90210
5273,1,56,20,91030
5274,1,25,0,60611
5275,1,25,17,60611
5276,0,25,4,91740
5277,1,25,20,91740
5278,0,25,7,55122
5279,0,25,14,55418
5280,1,18,4,12604
5281,1,25,2,90210
5282,0,18,4,63146
5283,1,18,2,63138
5284,1,25,16,55426
5285,1,18,4,55410
5286,1,45,16,97068
5287,1,25,8,85203
5288,1,56,13,94114
5289,1,45,2,94102
5290,0,18,4,60613
5291,1,45,1,44406
5292,1,25,0,97401
5293,1,25,12,95030
5294,1,25,2,60626
5295,1,35,7,55124
5296,0,1,0,27245
5297,1,25,12,19067
5298,1,35,17,55126
5299,1,25,2,43202
5300,1,25,20,94111
5301,1,25,17,693
5302,0,1,10,2332
5303,0,56,6,45504
5304,0,35,9,55410
5305,0,18,4,95602
5306,0,25,17,92121
5307,1,25,5,85281
5308,1,56,7,27410
5309,1,25,0,2478
5310,0,56,1,60605
5311,1,50,0,620258000
5312,1,25,1,10463
5313,1,56,0,55406
5314,0,25,0,94107
5315,1,25,12,22903
5316,1,18,4,55104
5317,0,25,0,2138
5318,1,18,17,98122
5319,1,18,17,94941
5320,0,18,5,43201
5321,1,25,4,2457
5322,1,35,17,97330
5323,1,25,20,94122
5324,1,25,7,2150
5325,0,50,7,86001
5326,1,25,2,55408
5327,1,25,7,55408
5328,0,25,4,91740
5329,0,25,5,91773
5330,0,25,0,19143
5331,1,35,14,6880
5332,1,18,4,30332
5333,0,25,7,2332
5334,0,56,13,46140
5335,1,25,14,75093
5336,1,56,7,75041
5337,0,35,3,27251010
5338,1,25,17,27609
5339,1,18,17,60193
5340,0,50,3,95032
5341,0,25,3,85018
5342,0,35,7,22039
5343,0,25,9,60201
5344,0,50,1,98177
5345,0,25,17,80003
5346,0,25,3,97330
5347,1,25,6,53705
5348,1,18,5,55414
5349,0,50,2,97424
5350,1,18,5,55344
5351,0,45,1,85259
5352,0,35,5,55306
5353,1,25,6,77030
5354,0,45,3,78759
5355,1,56,0,78232
5356,1,45,0,78703
5357,0,18,20,60123
5358,1,35,7,10625
5359,1,18,16,27705
5360,1,18,12,43650
5361,0,50,16,92026
5362,1,35,13,63130
5363,1,56,13,30673
5364,0,25,3,55408
5365,1,18,12,90250
5366,1,18,12,90045
5367,1,18,4,55344
5368,0,25,17,20120
5369,1,25,15,2139
5370,1,25,12,98074
5371,1,25,11,55408
5372,1,25,4,10549
5373,1,18,12,55112
5374,1,35,7,38018
5375,1,25,0,2131
5376,1,25,17,94538
5377,0,18,3,10017
5378,1,35,18,10463
5379,1,25,7,84095
5380,1,18,4,1125
5381,1,25,14,10009
5382,1,18,4,7461
5383,1,35,1,55430
5384,0,25,3,94117
5385,1,25,12,85226
5386,1,25,14,60045
5387,0,25,1,45056
5388,0,18,4,10580
5389,1,45,7,1905
5390,1,1,0,78130
5391,1,25,7,10016
5392,1,50,1,98112
5393,1,35,7,10471
5394,1,18,0,60618
5395,1,50,1,13224
5396,1,25,6,89118
5397,1,18,0,60451
5398,1,56,17,71301
5399,1,25,1,12553
5400,0,18,4,30010
5401,0,18,1,20003
5402,0,25,0,30102
5403,1,1,10,59801
5404,1,25,0,30068
5405,0,50,7,12866
5406,0,35,0,49504
5407,0,35,17,30096
5408,1,25,20,112301710
5409,1,45,1,60091
5410,0,45,2,21212
5411,0,1,19,14850
5412,1,25,12,97330
5413,1,35,1,59801
5414,1,1,10,7652
5415,0,25,7,3862
5416,0,25,5,1801
5417,1,18,17,19030
5418,0,25,0,53589
5419,0,18,12,5055
5420,0,1,19,14850
5421,1,35,17,22030
5422,1,50,7,94114
5423,0,50,5,60714
5424,0,35,2,80012
5425,1,18,4,53211
5426,1,25,14,95821
5427,1,35,19,11201
5428,0,25,6,28412
5429,0,25,1,2460
5430,0,45,1,26505
5431,1,56,1,19026
5432,1,56,13,1742
5433,0,35,17,45014
5434,0,25,7,60618
5435,1,45,18,2557
5436,1,18,4,90024
5437,1,25,11,55426
5438,1,25,14,60048
5439,1,56,13,19119
5440,0,45,2,37923
5441,1,50,7,95762
5442,1,25,7,63110
5443,1,25,12,1915
5444,0,18,4,55449
5445,1,25,0,43223
5446,0,50,1,65203
5447,1,45,2,60626
5448,1,45,19,60626
5449,1,18,12,1702
5450,1,18,12,2143
5451,0,25,1,98115
5452,1,35,6,10011
5453,1,18,4,30305
5454,1,35,7,10001
5455,0,18,17,55449
5456,1,35,1,32312
5457,1,18,12,55405
5458,0,18,2,98102
5459,0,1,10,99016
5460,1,18,4,2143
5461,1,50,0,94025
5462,1,25,17,89103
5463,1,35,0,53202
5464,1,35,7,77079
5465,0,25,0,10019
5466,1,25,12,98033
5467,1,35,0,63366
5468,1,25,12,94618
5469,1,35,12,20171
5470,1,56,7,200032712
5471,1,18,7,10016
5472,1,35,1,27909
5473,1,25,1,201206354
5474,1,25,12,20009
5475,1,25,4,94110
5476,0,35,0,20037
5477,1,35,1,55343
5478,1,35,7,2766
5479,1,35,1,50014
5480,0,25,14,7030
5481,1,45,12,55449
5482,1,18,7,10014
5483,0,25,6,15202
5484,1,45,17,21742
5485,1,25,4,8544
5486,1,25,0,17821
5487,1,25,17,95136
5488,1,25,15,91125
5489,1,18,7,94104
5490,1,45,17,80907
5491,1,18,7,10016
5492,1,18,4,55104
5493,1,35,12,96797
5494,0,35,17,94306
5495,0,18,4,95076
5496,1,25,7,90069
5497,1,25,4,60201
5498,0,50,1,62901
5499,0,25,19,60201
5500,0,35,20,14850
5501,1,25,2,33334
5502,1,25,2,66044
5503,0,25,9,55409
5504,1,45,7,852872702
5505,0,25,4,2141
5506,0,18,14,60610
5507,1,45,7,44325
5508,1,25,20,94519
5509,1,25,0,11215
5510,1,18,4,191004
5511,1,45,1,92407
5512,0,25,17,1701
5513,1,35,1,91768
5514,0,1,10,76501
5515,1,18,4,16101
5516,0,50,16,98257
5517,1,56,0,80210
5518,1,50,17,78666
5519,1,35,15,33167
5520,1,45,1,18901
5521,0,25,6,2118
5522,1,25,14,2460
5523,1,35,0,60187
5524,0,1,10,26505
5525,0,1,10,55311
5526,0,35,2,27514
5527,1,25,1,70803
5528,1,50,1,45840
5529,1,18,6,5273
5530,0,18,4,63141
5531,1,50,17,9056
5532,1,25,17,27408
5533,0,50,2,10025
5534,1,45,16,30102
5535,1,25,15,94538
5536,1,25,16,67204
5537,0,56,1,10543
5538,1,45,12,55102
5539,0,25,20,91403
5540,1,35,1,19149
5541,1,56,7,93924
5542,1,45,7,11576
5543,1,25,17,97401
5544,1,25,15,8876
5545,0,35,16,98072
5546,1,18,14,26301
5547,0,18,4,10025
5548,0,18,4,2138
5549,0,50,9,76034
5550,1,35,15,48187
5551,0,35,20,98103
5552,1,50,7,23233
5553,1,35,3,29425
5554,1,25,1,92116
5555,1,1,10,37830
5556,1,45,6,92103
5557,1,35,14,33701
5558,1,1,10,2446
5559,1,50,1,77706
5560,0,35,17,98036
5561,0,25,3,74075
5562,0,35,1,54650
5563,0,25,7,11753
5564,1,45,20,2446
5565,1,18,17,2114
5566,1,35,7,20901
5567,1,50,3,78704
5568,1,18,4,49841
5569,0,18,1,7666
5570,1,25,1,7666
5571,0,25,9,7307
5572,0,25,4,63119
5573,0,35,1,14619
5574,1,25,0,20878
5575,1,35,7,19808
5576,1,25,4,55369
5577,1,50,1,12970
5578,0,18,1,2109
5579,0,35,7,7039
5580,1,45,7,1581
5581,1,25,0,10016
5582,1,45,1,50011
5583,1,56,15,37830
5584,0,50,0,10016
5585,1,25,4,10016
5586,1,35,20,94107
5587,1,25,17,22041
5588,0,25,20,60640
5589,0,25,0,4101
5590,0,45,12,94117
5591,1,18,0,10009
5592,1,25,1,53706
5593,1,50,16,90210
5594,0,45,0,55419
5595,1,25,20,90027
5596,1,35,12,22201
5597,0,18,4,95008
5598,1,18,4,27607
5599,1,35,7,90020
5600,0,45,0,128332000
5601,1,35,1,98225
5602,1,35,0,97212
5603,1,50,7,2461
5604,1,35,15,63117
5605,0,18,2,95008
5606,0,25,14,21046
5607,1,18,4,11209
5608,1,18,3,78722
5609,0,50,1,30602
5610,0,25,1,54880
5611,0,35,7,4015
5612,0,25,1,2148
5613,0,35,0,98622
5614,1,25,0,12833
5615,1,35,7,7028
5616,1,45,1,8840
5617,1,25,14,48336
5618,0,18,4,92612
5619,0,18,4,22310
5620,1,35,14,55330
5621,1,25,7,2135
5622,1,35,15,1775
5623,1,25,11,84109
5624,1,25,7,19380
5625,1,25,1,1760
5626,1,56,16,32043
5627,1,25,0,7040
5628,1,18,4,90024
5629,1,25,14,2465
5630,1,35,17,6854
5631,1,35,12,1944
5632,0,18,4,78628
5633,1,50,1,98262
5634,1,25,14,55406
5635,0,35,9,6854
5636,1,25,7,98102
5637,1,1,10,11102
5638,1,18,1,32601
5639,0,18,4,62025
5640,1,35,17,78765
5641,0,25,17,48473
5642,1,1,10,73013
5643,0,35,1,84108
5644,0,18,4,92833
5645,1,25,2,87123
5646,1,18,4,96744
5647,1,18,1,62522
5648,1,25,17,48473
5649,0,18,4,90025
5650,0,35,12,91104
5651,0,25,6,74105
5652,1,18,0,47901
5653,1,50,1,74105
5654,1,25,4,95616
5655,0,25,6,77054
5656,1,25,15,3755
5657,1,50,14,92026
5658,1,56,0,32043
5659,1,25,0,20874
5660,1,25,2,78722
5661,0,25,15,3255
5662,1,1,10,7960
5663,0,35,20,75093
5664,1,18,4,48363
5665,1,18,4,104611301
5666,1,18,16,11209
5667,1,35,7,10009
5668,0,25,3,41030
5669,1,56,1,90024
5670,1,18,4,48109
5671,1,25,1,2146
5672,0,25,4,43212
5673,0,35,1,55417
5674,1,35,7,94306
5675,1,35,14,30030
5676,1,25,20,78746
5677,1,25,1,13210
5678,1,35,17,98103
5679,1,35,2,33020
5680,1,50,20,94117
5681,0,25,7,92122
5682,1,18,0,234554959
5683,0,18,9,94538
5684,1,18,16,94110
5685,1,25,17,94117
5686,1,56,16,60610
5687,0,1,0,55403
5688,0,18,4,78666
5689,1,25,0,84119
5690,1,18,4,78666
5691,1,35,14,66013
5692,0,25,7,29615
5693,0,25,4,90034
5694,0,25,12,90640
5695,0,35,3,21221
5696,0,25,14,97367
5697,1,25,0,95826
5698,1,35,14,55418
5699,1,35,15,94706
5700,0,18,14,55426
5701,1,25,7,55311
5702,1,18,0,90034
5703,1,56,1,14068
5704,0,18,4,90024
5705,0,18,4,90024
5706,1,18,17,8550
5707,1,25,12,1060
5708,1,35,1,90034
5709,1,18,4,90024
5710,1,25,15,90034
5711,1,25,7,47714
5712,1,35,1,90024
5713,0,50,7,91362
5714,1,35,2,96753
5715,1,18,4,90024
5716,1,1,10,3756
5717,1,25,0,3766
5718,0,35,14,38018
5719,1,56,7,21773
5720,1,25,0,60610
5721,1,45,11,90046
5722,1,25,20,48103
5723,1,18,12,55057
5724,1,25,15,94102
5725,1,18,2,10018
5726,1,25,1,77845
5727,1,25,4,92843
5728,0,35,20,9824
5729,1,18,10,99016
5730,1,18,0,94111
5731,0,25,11,10022
5732,0,25,11,2111
5733,1,25,4,48109
5734,0,25,14,10022
5735,1,25,6,19342
5736,1,25,1,8904
5737,1,45,15,93555
5738,1,25,12,55406
5739,1,25,7,90212
5740,1,25,1,60613
5741,1,50,13,60622
5742,0,25,12,20850
5743,0,35,0,55442
5744,0,25,4,66044
5745,0,18,4,90024
5746,1,18,15,94061
5747,1,25,0,3755
5748,1,25,0,92155
5749,1,25,2,94117
5750,1,18,1,4101
5751,0,1,0,14167
5752,0,56,0,14850
5753,1,18,17,78758
5754,0,18,1,60640
5755,0,35,2,78744
5756,0,1,10,98110
5757,1,1,10,5667
5758,0,50,1,29642
5759,0,25,1,8904
5760,1,18,12,10549
5761,1,25,20,90048
5762,0,35,6,55125
5763,0,25,1,8904
5764,0,50,12,77098
5765,1,25,11,44515
5766,1,56,14,96744
5767,1,25,2,75287
5768,0,1,7,20852
5769,1,45,14,5602
5770,1,25,0,80231
5771,1,25,7,95616
5772,1,35,7,16365
5773,1,25,6,89123
5774,1,18,4,94118
5775,1,25,11,10024
5776,1,18,12,97205
5777,1,1,0,5667
5778,1,35,12,85257
5779,1,25,5,10011
5780,1,18,17,92886
5781,1,25,2,11106
5782,0,35,0,55459
5783,0,45,1,92106
5784,1,18,10,56137
5785,0,25,7,60607
5786,1,25,6,53211
5787,1,25,20,90802
5788,1,25,0,92646
5789,1,25,17,91107
5790,0,35,0,55303
5791,1,18,4,44074
5792,1,25,17,43201
5793,1,25,2,91602
5794,1,35,17,53703
5795,1,25,1,92688
5796,0,25,7,10003
5797,1,25,7,78757
5798,1,35,0,80027
5799,1,25,5,80916
5800,1,35,18,90804
5801,1,25,16,4103
5802,0,25,0,98105
5803,1,1,10,1597
5804,0,35,7,94306
5805,0,25,0,90802
5806,0,50,1,8826
5807,1,35,7,1940
5808,0,25,7,37206
5809,1,25,7,37206
5810,1,50,16,95070
5811,1,18,4,60202
5812,0,25,7,92120
5813,1,25,7,94117
5814,1,25,0,91403
5815,1,25,20,90048
5816,1,25,0,70119
5817,1,25,17,33028
5818,1,25,4,92821
5819,1,50,6,70808
5820,1,45,0,43615
5821,1,25,15,2139
5822,0,35,4,78212
5823,1,25,12,2144
5824,1,18,12,18052
5825,0,25,4,43201
5826,1,18,4,60201
5827,1,25,2,55118
5828,1,25,17,90048
5829,0,25,4,78223
5830,0,18,4,78209
5831,1,25,1,92120
5832,0,25,0,78240
5833,0,35,0,78253
5834,1,56,16,92106
5835,0,35,0,55406
5836,1,25,0,91604
5837,1,25,7,60607
5838,0,45,7,2038
5839,1,25,1,27106
5840,0,1,0,44260
5841,0,35,7,10024
5842,1,25,4,43201
5843,1,35,1,83301
5844,0,1,10,2131
5845,0,25,3,79411
5846,1,45,16,78204
5847,0,18,4,2464
5848,1,50,20,20009
5849,1,35,17,97124
5850,0,25,7,78230
5851,0,18,20,55410
5852,0,25,1,94044
5853,1,50,19,13903
5854,1,45,7,33135
5855,1,50,7,19462
5856,0,25,7,78232
5857,0,45,2,43229
5858,1,25,4,1002
5859,1,25,7,89117
5860,0,25,4,91428
5861,0,50,1,98499
5862,0,25,9,76120
5863,0,25,14,89511
5864,0,50,1,28043
5865,1,25,17,95926
5866,0,25,6,6114
5867,0,45,3,91306
5868,1,35,14,85331
5869,0,25,7,19103
5870,1,25,14,98109
5871,0,25,4,1002
5872,1,25,17,61265
5873,1,18,12,10021
5874,1,25,4,1002
5875,1,25,4,19103
5876,1,50,7,30066
5877,1,18,12,2138
5878,0,25,0,60640
5879,1,35,7,2135
5880,1,25,1,8904
5881,1,35,17,30303
5882,1,35,7,60510
5883,0,18,0,2138
5884,1,18,4,20057
5885,1,25,1,96930
5886,1,25,20,2139
5887,0,35,20,61821
5888,1,25,20,64114
5889,1,50,20,6033
5890,1,35,20,77008
5891,1,18,4,55404
5892,1,45,2,10920
5893,1,25,7,2139
5894,1,35,0,70748
5895,1,25,1,43026
5896,1,25,0,60657
5897,1,25,20,2152
5898,0,18,0,2143
5899,1,35,17,30024
5900,1,25,7,60628
5901,0,35,7,92075
5902,1,50,16,77079
